legislation_id,title,document_type,proposed_domain,proposed_subdomain,classification_confidence,classification_reasons,scope_status,pdf_match_status,local_pdf,text_layer_status,ocr_required,official_gazette_date,official_gazette_number,source_url,human_domain,human_subdomain,validity_status,approved_for_active_rag,reviewed_by,review_notes
61382,"GEMİ VE SU ARAÇLARININ İNŞA, TADİLAT VE BAKIM-ONARIM YÖNETMELİĞİ",Kurum Yönetmeliği,maritime,maritime,0.9,maritime: 'gemi' (+7),out_of_scope,matched,"Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Yönetmeliği/61382_GEMİ VE SU ARAÇLARININ İNŞA, TADİLAT VE BAKIM-ONARIM YÖNETMELİĞİ.pdf",available,False,2015-11-07T00:00:00,29525,https://kms.kaysis.gov.tr/Home/Goster/61382,,,needs_verification,false,,
63601,DEMİRYOLU ARAÇLARI TİP ONAY YÖNETMELİĞİ,Kurum Yönetmeliği,railway,railway,0.97,railway: 'demiryolu' (+10),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Yönetmeliği/63601_DEMİRYOLU ARAÇLARI TİP ONAY YÖNETMELİĞİ.pdf,available,False,2015-11-18T00:00:00,29536,https://kms.kaysis.gov.tr/Home/Goster/63601,,,needs_verification,false,,
63836,DEMİRYOLU EMNİYET YÖNETMELİĞİ,Kurum Yönetmeliği,railway,railway,0.97,railway: 'demiryolu' (+10),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Yönetmeliği/63836_DEMİRYOLU EMNİYET YÖNETMELİĞİ.pdf,available,False,2015-11-19T00:00:00,29537,https://kms.kaysis.gov.tr/Home/Goster/63836,,,needs_verification,false,,
69053,PTT KARGO VE KURYE GÖNDERİLERİ HAKKINDA YÖNETMELİĞİN YÜRÜRLÜKTEN KALDIRILMASINA DAİR YÖNETMELİK,Kurum Yönetmeliği,unknown,unknown,0.0,Başlıkta güvenilir bir alan göstergesi bulunamadı.,review_required,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Yönetmeliği/69053_PTT KARGO VE KURYE GÖNDERİLERİ HAKKINDA YÖNETMELİĞİN YÜRÜRLÜKTEN KALD.pdf,available,False,2015-12-31T00:00:00,29579,https://kms.kaysis.gov.tr/Home/Goster/69053,,,needs_verification,false,,
69860,DENİZYOLUYLA TAŞINAN TEHLİKELİ YÜKLERE İLİŞKİN ULUSLARARASI KOD KAPSAMINDA EĞİTİM VE YETKİLENDİRME YÖNETMELİĞİ,Kurum Yönetmeliği,maritime,maritime,0.95,maritime: 'denizyolu' (+9),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Yönetmeliği/69860_DENİZYOLUYLA TAŞINAN TEHLİKELİ YÜKLERE İLİŞKİN ULUSLARARASI KOD KAPSA.pdf,available,False,2016-01-22T00:00:00,29601,https://kms.kaysis.gov.tr/Home/Goster/69860,,,needs_verification,false,,
69973,KARAYOLU YAPIMI AMAÇLI KAMULAŞTIRMALARDA HAZİNE TAŞINMAZLARININ TRAMPASI HAKKINDA YÖNETMELİK,Kurum Yönetmeliği,kgm_infrastructure,expropriation,0.98,kgm_infrastructure: 'karayolu yapımı' (+10) | kgm_infrastructure: 'kamulaştır' (+6),review_required,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Yönetmeliği/69973_KARAYOLU YAPIMI AMAÇLI KAMULAŞTIRMALARDA HAZİNE TAŞINMAZLARININ TRAMP.pdf,available,False,2016-01-30T00:00:00,29609,https://kms.kaysis.gov.tr/Home/Goster/69973,,,needs_verification,false,,
72103,DEVLET HAVA MEYDANLARI İŞLETMESİ GENEL MÜDÜRLÜĞÜNÜN PARASAL YETKİLERİ İLE 4734 SAYILI KAMU İHALE KANUNUNUN 3 ÜNCÜ MADDESİNİN (G) BENDİ KAPSAMINDA YAPACAĞI MAL VE HİZMET ALIMLARINDA UYGULANACAK USUL VE ESASLAR HAKKINDA İHALE YÖNETMELİĞİ,Kurum Yönetmeliği,unknown,unknown,0.0,Başlıkta güvenilir bir alan göstergesi bulunamadı.,review_required,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Yönetmeliği/72103_DEVLET HAVA MEYDANLARI İŞLETMESİ GENEL MÜDÜRLÜĞÜNÜN PARASAL YETKİLERİ.pdf,available,False,2016-02-13T00:00:00,29623,https://kms.kaysis.gov.tr/Home/Goster/72103,,,needs_verification,false,,
72517,EVRENSEL POSTA HİZMETLERİ YÖNETMELİĞİ,Kurum Yönetmeliği,communications,communications,0.9,communications: 'posta hizmet' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Yönetmeliği/72517_EVRENSEL POSTA HİZMETLERİ YÖNETMELİĞİ.pdf,available,False,2016-02-29T00:00:00,29639,https://kms.kaysis.gov.tr/Home/Goster/72517,,,needs_verification,false,,
73607,TEHLİKELİ MADDE TAŞIYAN ARAÇ VE ÜST YAPILARIN TEKNİK MUAYENELERİ HAKKINDA YÖNETMELİK,Kurum Yönetmeliği,unknown,unknown,0.0,Başlıkta güvenilir bir alan göstergesi bulunamadı.,review_required,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Yönetmeliği/73607_TEHLİKELİ MADDE TAŞIYAN ARAÇ VE ÜST YAPILARIN TEKNİK MUAYENELERİ HAKK.pdf,available,False,2016-04-21T00:00:00,29691,https://kms.kaysis.gov.tr/Home/Goster/73607,,,needs_verification,false,,
74121,ULAŞTIRMA VE ALTYAPI BAKANLIĞI DÖNER SERMAYE İŞLETMESİ YÖNETMELİĞİ,Kurum Yönetmeliği,unknown,unknown,0.0,Başlıkta güvenilir bir alan göstergesi bulunamadı.,review_required,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Yönetmeliği/74121_ULAŞTIRMA VE ALTYAPI BAKANLIĞI DÖNER SERMAYE İŞLETMESİ YÖNETMELİĞİ.pdf,available,False,2016-05-21T00:00:00,29718,https://kms.kaysis.gov.tr/Home/Goster/74121,,,needs_verification,false,,
75657,E-DEVLET HİZMETLERİNİN YÜRÜTÜLMESİNE İLİŞKİN USUL VE ESASLAR HAKKINDA YÖNETMELİK,Kurum Yönetmeliği,unknown,unknown,0.0,Başlıkta güvenilir bir alan göstergesi bulunamadı.,review_required,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Yönetmeliği/75657_E-DEVLET HİZMETLERİNİN YÜRÜTÜLMESİNE İLİŞKİN USUL VE ESASLAR HAKKINDA.pdf,available,False,2016-09-03T00:00:00,29820,https://kms.kaysis.gov.tr/Home/Goster/75657,,,needs_verification,false,,
83651,TÜRKİYE VAGON SANAYİİ ANONİM ŞİRKETİ GENEL MÜDÜRLÜĞÜ AVANS VERME USUL VE ESASLARI HAKKINDA YÖNETMELİK,Kurum Yönetmeliği,railway,railway,0.9,railway: 'vagon' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Yönetmeliği/83651_TÜRKİYE VAGON SANAYİİ ANONİM ŞİRKETİ GENEL MÜDÜRLÜĞÜ AVANS VERME USUL.pdf,available,False,2016-11-09T00:00:00,29883,https://kms.kaysis.gov.tr/Home/Goster/83651,,,needs_verification,false,,
95355,DEMİRYOLU EĞİTİM VE SINAV MERKEZİ YÖNETMELİĞİ,Kurum Yönetmeliği,railway,railway,0.97,railway: 'demiryolu' (+10),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Yönetmeliği/95355_DEMİRYOLU EĞİTİM VE SINAV MERKEZİ YÖNETMELİĞİ.pdf,available,False,2016-12-31T00:00:00,29935,https://kms.kaysis.gov.tr/Home/Goster/95355,,,needs_verification,false,,
95356,DEMİRYOLU EMNİYET KRİTİK GÖREVLER YÖNETMELİĞİ,Kurum Yönetmeliği,railway,railway,0.97,railway: 'demiryolu' (+10),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Yönetmeliği/95356_DEMİRYOLU EMNİYET KRİTİK GÖREVLER YÖNETMELİĞİ.pdf,available,False,2016-12-31T00:00:00,29935,https://kms.kaysis.gov.tr/Home/Goster/95356,,,needs_verification,false,,
95357,TREN MAKİNİST YÖNETMELİĞİ,Kurum Yönetmeliği,railway,railway,0.84,railway: 'tren' (+5),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Yönetmeliği/95357_TREN MAKİNİST YÖNETMELİĞİ.pdf,available,False,2016-12-31T00:00:00,29935,https://kms.kaysis.gov.tr/Home/Goster/95357,,,needs_verification,false,,
95425,DENİZ VE İÇSULAR TARAMA YÖNETMELİĞİ,Kurum Yönetmeliği,maritime,maritime,0.98,maritime: 'deniz ve içsular' (+12),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Yönetmeliği/95425_DENİZ VE İÇSULAR TARAMA YÖNETMELİĞİ.pdf,available,False,2016-08-09T00:00:00,29796,https://kms.kaysis.gov.tr/Home/Goster/95425,,,needs_verification,false,,
95660,GEMİLER İÇİN YETKİLENDİRİLMİŞ KURULUŞLAR YÖNETMELİĞİ,Kurum Yönetmeliği,maritime,maritime,0.9,maritime: 'gemi' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Yönetmeliği/95660_GEMİLER İÇİN YETKİLENDİRİLMİŞ KURULUŞLAR YÖNETMELİĞİ.pdf,available,False,2017-01-18T00:00:00,29952,https://kms.kaysis.gov.tr/Home/Goster/95660,,,needs_verification,false,,
96450,ÜCRETLİ KARAYOLLARINDA YABANCI PLAKALI ARAÇLARA AİT GEÇİŞ ÜCRETLERİ VE İDARİ PARA CEZALARININ TAHSİLİNE İLİŞKİN YÖNETMELİK,Kurum Yönetmeliği,kgm_infrastructure,tolling,0.84,kgm_infrastructure: 'geçiş ücret' (+5),review_required,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Yönetmeliği/96450_ÜCRETLİ KARAYOLLARINDA YABANCI PLAKALI ARAÇLARA AİT GEÇİŞ ÜCRETLERİ V.pdf,available,False,2017-02-17T00:00:00,29982,https://kms.kaysis.gov.tr/Home/Goster/96450,,,needs_verification,false,,
104739,KIŞ LASTİĞİ KULLANMA ZORUNLULUĞU İLE İLGİLİ USUL VE ESASLAR HAKKINDA TEBLİĞ,Tebliğ,road_transport,general,0.9,road_transport: 'kış lastiği' (+7),review_required,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Tebliğ/104739_KIŞ LASTİĞİ KULLANMA ZORUNLULUĞU İLE İLGİLİ USUL VE ESASLAR HAKKINDA.pdf,available,False,2017-04-01T00:00:00,30025,https://kms.kaysis.gov.tr/Home/Goster/104739,,,needs_verification,false,,
105338,GEZİ TEKNELERİ VE KİŞİSEL DENİZ TAŞITLARI YÖNETMELİĞİ,Kurum Yönetmeliği,maritime,maritime,0.87,maritime: 'tekne' (+6),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Yönetmeliği/105338_GEZİ TEKNELERİ VE KİŞİSEL DENİZ TAŞITLARI YÖNETMELİĞİ.pdf,available,False,2017-05-05T00:00:00,30057,https://kms.kaysis.gov.tr/Home/Goster/105338,,,needs_verification,false,,
105737,DEMİRYOLU KOORDİNASYON KURULU YÖNETMELİĞİ,Kurum Yönetmeliği,railway,railway,0.97,railway: 'demiryolu' (+10),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Yönetmeliği/105737_DEMİRYOLU KOORDİNASYON KURULU YÖNETMELİĞİ.pdf,available,False,2017-06-02T00:00:00,30084,https://kms.kaysis.gov.tr/Home/Goster/105737,,,needs_verification,false,,
106257,MUAYENE MERKEZLERİ GENELGESİ,Kurum Genelgesi,road_transport,vehicle_inspection,0.9,road_transport: 'muayene merkez' (+7),review_required,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Genelgesi/106257_MUAYENE MERKEZLERİ GENELGESİ.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/106257,,,needs_verification,false,,
106258,RADYOAKTİF MADDE İÇEREN PAKETLERİN HAVAALANLARINDA GEÇİCİ DEPOLANMASINA DAİR YÖNERGE,Yönerge,aviation,aviation,0.9,aviation: 'havaalan' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Yönerge/106258_RADYOAKTİF MADDE İÇEREN PAKETLERİN HAVAALANLARINDA GEÇİCİ DEPOLANMAS.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/106258,,,needs_verification,false,,
106259,TEHLİKELİ MADDELERİN HAVAYOLUYLA TAŞINMASI HAKKINDA EĞİTİM YÖNERGESİ,Yönerge,aviation,aviation,0.95,aviation: 'havayolu' (+9),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Yönerge/106259_TEHLİKELİ MADDELERİN HAVAYOLUYLA TAŞINMASI HAKKINDA EĞİTİM YÖNERGESİ.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/106259,,,needs_verification,false,,
106261,TEHLİKELİ MADDE TAŞIMACILIĞI DENETİMLERİ GENELGESİ,Kurum Genelgesi,unknown,unknown,0.0,Başlıkta güvenilir bir alan göstergesi bulunamadı.,review_required,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Genelgesi/106261_TEHLİKELİ MADDE TAŞIMACILIĞI DENETİMLERİ GENELGESİ.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/106261,,,needs_verification,false,,
106265,YOL KENARI DENETİMİ GENELGESİ,Kurum Genelgesi,road_transport,general,0.95,road_transport: 'yol kenarı denetim' (+9),review_required,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Genelgesi/106265_YOL KENARI DENETİMİ GENELGESİ.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/106265,,,needs_verification,false,,
106266,TEHLİKELİ MADDELERİN DEMİRYOLUYLA TAŞINMASI HAKKINDA EĞİTİM YÖNERGESİ,Yönerge,railway,railway,0.97,railway: 'demiryolu' (+10),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Yönerge/106266_TEHLİKELİ MADDELERİN DEMİRYOLUYLA TAŞINMASI HAKKINDA EĞİTİM YÖNERGES.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/106266,,,needs_verification,false,,
106267,"TEHLİKELİ MAL KOMBİNE TAŞIMACILIK DÜZENLEME GENEL MÜDÜRLÜĞÜ TEŞKİLAT, GÖREV, YETKİ VE SORUMLULUK YÖNERGESİ",Yönerge,unknown,unknown,0.0,Başlıkta güvenilir bir alan göstergesi bulunamadı.,review_required,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Yönerge/106267_TEHLİKELİ MAL KOMBİNE TAŞIMACILIK DÜZENLEME GENEL MÜDÜRLÜĞÜ TEŞKİLAT.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/106267,,,needs_verification,false,,
106269,DENİZYOLUYLA TAŞINACAK DOLU KONTEYNERLERİN BRÜT AĞIRLIKLARININ TESPİTİ VE BİLDİRİMİ HAKKINDA YÖNERGE,Yönerge,maritime,maritime,0.98,maritime: 'denizyolu' (+9) | maritime: 'konteyner' (+9),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Yönerge/106269_DENİZYOLUYLA TAŞINACAK DOLU KONTEYNERLERİN BRÜT AĞIRLIKLARININ TESPİ.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/106269,,,needs_verification,false,,
106270,DOLU KONTEYNERLERİN BRÜT AĞIRLIK DOĞRULAMA HİZMETİ İÇİN TAVAN ÜCRETİN BELİRLENMESİ HAKKINDA GENELGE,Kurum Genelgesi,maritime,maritime,0.86,maritime: 'konteyner' (+9),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Genelgesi/106270_DOLU KONTEYNERLERİN BRÜT AĞIRLIK DOĞRULAMA HİZMETİ İÇİN TAVAN ÜCRETİ.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/106270,,,needs_verification,false,,
106276,TEHLİKELİ YÜKLERLE İLGİLİ GÖZETİM HİZMETİ FAALİYETİNDE BULUNACAK GÖZETİM ŞİRKETLERİNİN YETKİLENDİRİLMESİ HAKKINDA YÖNERGE,Yönerge,unknown,unknown,0.0,Başlıkta güvenilir bir alan göstergesi bulunamadı.,review_required,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Yönerge/106276_TEHLİKELİ YÜKLERLE İLGİLİ GÖZETİM HİZMETİ FAALİYETİNDE BULUNACAK GÖZ.pdf,ocr_required,True,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/106276,,,needs_verification,false,,
106286,TEHLİKELİ MADDE FAALİYET BELGESİ (TMFB) ALINMASI HAKKINDA GENELGE,Kurum Genelgesi,unknown,unknown,0.0,Başlıkta güvenilir bir alan göstergesi bulunamadı.,review_required,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Genelgesi/106286_TEHLİKELİ MADDE FAALİYET BELGESİ (TMFB) ALINMASI HAKKINDA GENELGE.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/106286,,,needs_verification,false,,
106287,TEHLİKELİ MADDE TAŞIYAN ESKİ ARAÇ VE ÜST YAPILARIN MUAYENE VE BELGELENDİRİLMELERİ HAKKINDA YÖNERGE,Yönerge,unknown,unknown,0.0,Başlıkta güvenilir bir alan göstergesi bulunamadı.,review_required,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Yönerge/106287_TEHLİKELİ MADDE TAŞIYAN ESKİ ARAÇ VE ÜST YAPILARIN MUAYENE VE BELGEL.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/106287,,,needs_verification,false,,
106288,TEHLİKELİ MADDE GÜVENLİK DANIŞMANI (TMGD) İSTİHDAM EDİLMESİ HAKKINDA GENELGE,Kurum Genelgesi,unknown,unknown,0.0,Başlıkta güvenilir bir alan göstergesi bulunamadı.,review_required,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Genelgesi/106288_TEHLİKELİ MADDE GÜVENLİK DANIŞMANI (TMGD) İSTİHDAM EDİLMESİ HAKKINDA.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/106288,,,needs_verification,false,,
106290,KIYI TESİSİ TEHLİKELİ MADDE UYGUNLUK BELGESİ DÜZENLENMESİ HAKKINDA YÖNERGE,Yönerge,maritime,maritime,0.9,maritime: 'kıyı tesis' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Yönerge/106290_KIYI TESİSİ TEHLİKELİ MADDE UYGUNLUK BELGESİ DÜZENLENMESİ HAKKINDA Y.pdf,ocr_required,True,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/106290,,,needs_verification,false,,
106300,DEMİRYOLU TAŞIMALARINDA TEHLİKELİ MADDE FAALİYET BELGESİ DÜZENLENMESİNE İLİŞKİN USUL VE ESASLAR HAKKINDA YÖNERGE,Yönerge,railway,railway,0.97,railway: 'demiryolu' (+10),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Yönerge/106300_DEMİRYOLU TAŞIMALARINDA TEHLİKELİ MADDE FAALİYET BELGESİ DÜZENLENMES.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/106300,,,needs_verification,false,,
106376,TCDD TAŞIMACILIK ANONİM ŞİRKETİ GENEL MÜDÜRLÜĞÜNÜN 4734 SAYILI KAMU İHALE KANUNUNUN 3/G MADDESİ UYARINCA YAPACAĞI MAL VE HİZMET ALIMLARINDA UYGULANACAK ESAS VE USULLER HAKKINDA YÖNETMELİK,Kurum Yönetmeliği,unknown,unknown,0.0,Başlıkta güvenilir bir alan göstergesi bulunamadı.,review_required,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Yönetmeliği/106376_TCDD TAŞIMACILIK ANONİM ŞİRKETİ GENEL MÜDÜRLÜĞÜNÜN 4734 SAYILI KAMU.pdf,available,False,2017-06-21T00:00:00,30103,https://kms.kaysis.gov.tr/Home/Goster/106376,,,needs_verification,false,,
106388,KAMUNET AĞINA BAĞLANMA VE KAMUNET AĞININ DENETİMİNE İLİŞKİN USUL VE ESASLAR HAKKINDA TEBLİĞ,Tebliğ,communications,communications,0.9,communications: 'kamunet' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Tebliğ/106388_KAMUNET AĞINA BAĞLANMA VE KAMUNET AĞININ DENETİMİNE İLİŞKİN USUL VE.pdf,available,False,2017-06-21T00:00:00,30103,https://kms.kaysis.gov.tr/Home/Goster/106388,,,needs_verification,false,,
128431,GEZİ TEKNELERİ VE KİŞİSEL DENİZ TAŞITLARI YÖNETMELİĞİNCE ATIFTA BULUNULAN UYUMLAŞTIRILMIŞ STANDARTLAR VEYA UYUMLAŞTIRILMIŞ STANDARDA KARŞILIK GELEN ULUSAL STANDARTLAR LİSTESİNİN YAYIMLANMASINA İLİŞKİN TEBLİĞ,Tebliğ,maritime,maritime,0.87,maritime: 'tekne' (+6),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Tebliğ/128431_GEZİ TEKNELERİ VE KİŞİSEL DENİZ TAŞITLARI YÖNETMELİĞİNCE ATIFTA BULU.pdf,available,False,2017-07-18T00:00:00,30127,https://kms.kaysis.gov.tr/Home/Goster/128431,,,needs_verification,false,,
128759,SİVİL HAVA ARAÇLARI ÜÇÜNCÜ ŞAHIS MALİ SORUMLULUK SİGORTASI HAKKINDA YÖNETMELİK,Kurum Yönetmeliği,aviation,aviation,0.92,aviation: 'sivil hava' (+8),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Yönetmeliği/128759_SİVİL HAVA ARAÇLARI ÜÇÜNCÜ ŞAHIS MALİ SORUMLULUK SİGORTASI HAKKINDA.pdf,available,False,2017-07-27T00:00:00,30136,https://kms.kaysis.gov.tr/Home/Goster/128759,,,needs_verification,false,,
128760,ULAŞTIRMA VE ALTYAPI BAKANLIĞI PERSONELİ GÖREVDE YÜKSELME VE UNVAN DEĞİŞİKLİĞİ YÖNETMELİĞİ,Kurum Yönetmeliği,internal_administration,internal_administration,0.9,internal_administration: 'personel' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Yönetmeliği/128760_ULAŞTIRMA VE ALTYAPI BAKANLIĞI PERSONELİ GÖREVDE YÜKSELME VE UNVAN D.pdf,available,False,2017-07-27T00:00:00,30136,https://kms.kaysis.gov.tr/Home/Goster/128760,,,needs_verification,false,,
128919,GEÇİŞ BELGELERİ DAĞITIM ESASLARI YÖNERGESİ (OCAK 2018/REVİZE),Yönerge,road_transport,international_permissions,0.87,road_transport: 'geçiş belgeleri' (+6),review_required,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Yönerge/128919_GEÇİŞ BELGELERİ DAĞITIM ESASLARI YÖNERGESİ (OCAK 2018REVİZE).pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/128919,,,needs_verification,false,,
128922,SU MOTOSİKLETİ İMALAT YETKİ BELGESİ KRİTERLERİ TALİMATI,Talimat / Talimatname / İç Emir,maritime,maritime,0.98,maritime: 'su motosikleti' (+14),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/128922_SU MOTOSİKLETİ İMALAT YETKİ BELGESİ KRİTERLERİ TALİMATI.pdf,ocr_required,True,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/128922,,,needs_verification,false,,
129104,BAYRAK DEVLETİ UYGULAMALARI KAPSAMINDAKİ İDARİ İŞLEMLERDE MUTEBER KABUL EDİLEN P&I KULÜPLERİ VE SİGORTA ŞİRKETLERİNE DAİR YÖNERGE,Yönerge,maritime,maritime,0.9,maritime: 'bayrak devleti' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Yönerge/129104_BAYRAK DEVLETİ UYGULAMALARI KAPSAMINDAKİ İDARİ İŞLEMLERDE MUTEBER KA.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/129104,,,needs_verification,false,,
131214,TCDD PERSONEL YÖNETMELİĞİNİN YÜRÜRLÜKTEN KALDIRILMASINA DAİR YÖNETMELİK,Kurum Yönetmeliği,internal_administration,internal_administration,0.9,internal_administration: 'personel' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Yönetmeliği/131214_TCDD PERSONEL YÖNETMELİĞİNİN YÜRÜRLÜKTEN KALDIRILMASINA DAİR YÖNETME.pdf,available,False,2017-08-12T00:00:00,30152,https://kms.kaysis.gov.tr/Home/Goster/131214,,,needs_verification,false,,
131385,İÇ GENELGE (2012/KDGM-01),Kurum Genelgesi,unknown,unknown,0.0,Başlıkta güvenilir bir alan göstergesi bulunamadı.,review_required,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Genelgesi/131385_İÇ GENELGE (2012KDGM-01).pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/131385,,,needs_verification,false,,
131386,İÇ GENELGE (2007/KUGM-01),Kurum Genelgesi,unknown,unknown,0.0,Başlıkta güvenilir bir alan göstergesi bulunamadı.,review_required,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Genelgesi/131386_İÇ GENELGE (2007KUGM-01).pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/131386,,,needs_verification,false,,
